housing,job,day,qualification,month,location,online.banking,checking.account,prev.sales,year.contact,length,central.interest.rate,employment.rate,customer.satisfaction,price.index,credit.rating,age,staff_total,confidence.index,emails.month,y
yes,Librarian,wed,other,apr,Inner.city,inactive,yes,0,2,526,2836,-1.1,Satisfactory,104.5,excellent,59,15271,78.27,0,yes
yes,Lawyer,thu,other,may,Inner.city,inactive,yes,0,4,177,1793,-1.3,High,105.4644,satisfactory,30,15284,77.53,1,no
no,Gardener,wed,TAFE,may,Inner.city,inactive,no,0,2,69,5857,3.05,Satisfactory,110.6952,satisfactory,49,15569,95.68,0,no
no,Lawyer,wed,other,jul,Inner.city,active,no,0,2,154,5596,3.4,Satisfactory,104.8944,poor,32,15669,85.03,0,no
yes,Driver,thu,other,may,Inner.city,inactive,yes,0,8,1405,2387,-1.3,Satisfactory,105.6644,poor,25,15324,78.97,1,no
no,Gardener,wed,Higher.school.certificate,may,Inner.city,inactive,no,0,1,401,6627,2.95,Low,108.4152,satisfactory,42,15547,102.47,1,no
no,Lawyer,mon,Bachelour.degree,may,Inner.city,inactive,no,0,3,973,5506,3.35,Satisfactory,109.8852,excellent,28,15593,102.38,1,no
yes,Driver,thu,unknown,sep,Inner.city,inactive,yes,0,2,1049,2072,-0.35,Satisfactory,112.0092,poor,30,14830,96.87,0,yes
yes,Self-employed,thu,TAFE,jun,Inner.city,inactive,no,0,4,368,6622,3.8,Satisfactory,109192,poor,26,15659,88.75,0,no
no,Driver,mon,Higher.school.certificate,jul,suburban,inactive,yes,0,3,251,6283,3.6,Satisfactory,109.1544,satisfactory,41,15620,83.72,1,no
yes,Academic,mon,Bachelour.degree,jul,Inner.city,inactive,no,0,2,485,5192,3.4,Satisfactory,105.3344,satisfactory,30,15687,86.05,1,no
yes,Plumber,mon,TAFE,nov,Inner.city,inactive,yes,0,2,602,5085,1.25,Satisfactory,105.02,satisfactory,36,15620,88.54,0,no
no,Driver,fri,Higher.school.certificate,jun,Inner.city,inactive,no,0,0,532,3025,-2.95,Satisfactory,109.0104,satisfactory,48,15260,92.37,1,yes
yes,Lawyer,thu,other,apr,Inner.city,inactive,yes,0,0,434,1828,-1.1,High,108.13,poor,30,15303,75.35,2,no
no,Driver,wed,doctorate,may,Inner.city,active,yes,0,3,409,2092,-1.1,Satisfactory,104.3244,satisfactory,35,15341,78.98,1,no
no,Plumber,thu,other,jul,Inner.city,active,no,0,3,555,6583,3.8,Satisfactory,108.6744,poor,45,15730,88.61,1,no
no,Driver,thu,doctorate,jul,Inner.city,active,no,0,2,376,6164,3.4,Satisfactory,110.4244,satisfactory,52,15742,88.67,1,no
yes,Electrician,thu,highschool.certificate,aug,Inner.city,active,yes,0,2,487,5492,3.4,Satisfactory,107.3852,satisfactory,47,15714,99.42,1,no
no,Driver,wed,other,oct,Inner.city,inactive,yes,1,1,318,1974,-3.5,Low,110.2748,satisfactory,38,15008,122.2,1,yes
no,Lawyer,mon,Bachelour.degree,jul,Inner.city,inactive,no,0,1,736,6689,3.5,Satisfactory,106.5744,satisfactory,29,15741,84.16,1,no
yes,Self-employed,mon,unknown,jul,Inner.city,inactive,yes,0,2,114,6943,3.6,Satisfactory,107.1144,poor,57,15659,86.57,1,no
no,Gardener,thu,Bachelour.degree,may,Inner.city,inactive,no,0,4,545,6019,3.35,Satisfactory,108.2752,poor,42,15572,99.57,1,no
no,Academic,mon,TAFE,aug,Inner.city,inactive,yes,0,2,120,5.9,3.4,Satisfactory,108.8952,satisfactory,33,15692,100.6,0,no
yes,Doctor,fri,Higher.school.certificate,may,Inner.city,active,no,0,2,703,6215,3.15,Satisfactory,108.7152,satisfactory,49,15629,98.47,0,no
no,Lawyer,fri,Bachelour.degree,jun,Inner.city,inactive,no,0,4,94,6772,3.8,Satisfactory,109402,satisfactory,49,15710,85.67,0,no
no,Driver,tue,doctorate,jul,Inner.city,inactive,yes,0,6,642,6034,3.5,Satisfactory,106.1144,satisfactory,31,15665,86,1,no
yes,Self-employed,tue,unknown,jul,Inner.city,inactive,yes,0,6,501,6836,3.6,Satisfactory,109.8144,excellent,40,15671,83.58,0,no
no,Gardener,tue,other,aug,Inner.city,inactive,yes,0,2,258,6841,3.8,Satisfactory,110.7852,satisfactory,43,15696,97.78,0,no
yes,Lawyer,mon,other,jun,Inner.city,inactive,yes,0,3,200,2567,-2.65,Satisfactory,110.9004,poor,29,15249,90.75,0,no
no,Driver,fri,doctorate,may,Inner.city,active,yes,0,8,43,1784,-1.3,Satisfactory,109.7944,poor,25,15265,75.7,0,no
no,Self-employed,tue,doctorate,aug,Inner.city,inactive,yes,0,2,372,1669,-1.4,High,108.0308,poor,31,15013,90.85,2,no
yes,Librarian,fri,Bachelour.degree,jul,Inner.city,inactive,no,0,1,18,1876,-0.85,Satisfactory,104912,excellent,56,14963,90.34,0,no
yes,Other,wed,Bachelour.degree,jul,suburban,inactive,yes,0,2,299,5935,3.7,Satisfactory,105.3344,satisfactory,44,15700,85.15,1,no
no,Self-employed,thu,Higher.school.certificate,nov,suburban,inactive,no,0,3,705,5573,3.15,Satisfactory,105.4452,satisfactory,33,15572,98.25,1,no
no,Self-employed,fri,Higher.school.certificate,jul,Inner.city,active,yes,0,2,276,6162,3.6,Satisfactory,106.2744,poor,28,15700,84.09,0,no
yes,Lawyer,thu,Higher.school.certificate,may,Inner.city,inactive,yes,2,1,792,1.42,-1.4,Satisfactory,108.4808,poor,37,15043,93.31,4,yes
no,Doctor,mon,other,may,Inner.city,inactive,yes,0,5,231,2135,-1.4,Satisfactory,108.4344,poor,40,15259,78.53,1,no
no,Librarian,fri,doctorate,aug,Inner.city,inactive,yes,0,0,971,1.05,-1.05,Satisfactory,110.5416,satisfactory,65,14903,95.04,0,yes
yes,Self-employed,mon,Higher.school.certificate,may,Inner.city,inactive,no,0,4,646,6303,3.25,Satisfactory,109.7252,satisfactory,30,15612,102.18,0,no
no,Self-employed,wed,Higher.school.certificate,may,Inner.city,inactive,yes,0,0,1377,2609,-1.4,Satisfactory,102.8444,satisfactory,31,15303,73.03,0,no
no,Lawyer,mon,unknown,jul,Inner.city,inactive,yes,0,5,376,6187,3.4,Satisfactory,111.0544,satisfactory,30,15647,83.66,0,no
no,Gardener,mon,Bachelour.degree,jul,Inner.city,active,no,0,7,172,5861,3.4,Satisfactory,108.2844,excellent,51,15668,81.44,0,no
yes,Lawyer,tue,other,aug,Inner.city,active,yes,0,3,414,6658,3.7,Satisfactory,106.4252,poor,40,15640,102.12,1,no
no,Lawyer,thu,unknown,jun,Inner.city,inactive,yes,0,2,349,1532,-2.65,Satisfactory,106.6504,satisfactory,56,15234,90.24,1,yes
yes,Electrician,thu,TAFE,may,Inner.city,inactive,no,0,4,230,5.9,3.05,Satisfactory,105.4852,satisfactory,40,15529,99.89,0,no
yes,Lawyer,fri,other,aug,Inner.city,inactive,yes,0,2,236,6723,3.6,Satisfactory,104.7852,satisfactory,50,15631,98.18,0,no
yes,Retail,wed,other,may,Inner.city,active,yes,0,0,590,2.41,-1,Satisfactory,109.0344,satisfactory,27,15297,78.56,1,no
yes,Driver,fri,other,jul,Inner.city,inactive,yes,0,1,240,6643,3.7,Satisfactory,111.6544,satisfactory,25,15635,86.45,0,yes
yes,Driver,tue,other,jul,suburban,inactive,yes,0,0,492,5465,3.8,Satisfactory,109.6244,satisfactory,29,15688,87.13,1,no
yes,Lawyer,fri,other,may,Inner.city,inactive,yes,0,2,1074,1928,-1.3,Satisfactory,105.6444,satisfactory,54,15306,79.27,1,no
no,Driver,fri,other,may,Inner.city,inactive,yes,0,1,181,1358,-1.3,High,109.9308,satisfactory,45,15094,91.98,1,no
yes,Driver,mon,doctorate,jul,suburban,inactive,yes,0,2,171,6671,3.5,Satisfactory,107.5644,satisfactory,39,15680,81.55,0,no
no,Gardener,mon,Bachelour.degree,may,Inner.city,active,yes,0,1,643,2472,-1.3,High,106.5244,poor,33,15292,78.1,1,no
yes,Self-employed,fri,doctorate,jul,Inner.city,inactive,no,0,0,376,4844,3.5,Satisfactory,106.5644,satisfactory,33,15669,83.47,0,no
no,Retail,fri,Bachelour.degree,jul,suburban,inactive,yes,0,5,316,5903,3.4,Satisfactory,109.2244,excellent,60,15673,86.1,1,no
yes,Lawyer,wed,other,nov,Inner.city,inactive,yes,0,6,2181,5016,1.55,Satisfactory,104.1,satisfactory,43,15634,88.01,0,yes
yes,Electrician,tue,Bachelour.degree,nov,suburban,inactive,yes,0,2,296,5192,1.45,Satisfactory,108.96,satisfactory,36,15542,87.7,0,yes
no,Self-employed,mon,other,apr,Inner.city,inactive,yes,0,1,3202,3319,-1.3,Satisfactory,104.97,poor,49,15353,77.43,1,yes
no,Driver,thu,other,aug,Inner.city,inactive,no,0,0,163,5313,3.7,Satisfactory,108.0252,satisfactory,32,15683,99.87,1,no
no,Self-employed,thu,TAFE,may,Inner.city,active,yes,0,2,125,2186,-1,Satisfactory,105.5344,satisfactory,28,15263,77.09,1,no
yes,Gardener,fri,Bachelour.degree,apr,Inner.city,inactive,no,0,3,1163,3232,-1.3,Satisfactory,108.38,excellent,39,15275,77.53,0,yes
yes,Self-employed,thu,Higher.school.certificate,may,Inner.city,active,no,0,5,862,6.22,3.35,Satisfactory,107.3652,poor,44,15564,98.87,0,no
no,Lawyer,fri,other,nov,Inner.city,inactive,no,0,0,952,5879,1.45,Satisfactory,109.37,excellent,33,15581,85.82,1,no
yes,Lawyer,wed,unknown,jul,Inner.city,inactive,yes,0,2,327,6218,3.4,Satisfactory,105.3744,satisfactory,23,15730,84.32,1,yes
no,Chef,mon,other,may,suburban,inactive,no,0,6,456,5337,3.15,Satisfactory,104.6052,poor,27,15580,99.93,1,no
no,Librarian,thu,Higher.school.certificate,jul,suburban,inactive,no,0,3,42,6235,3.5,Satisfactory,109.5644,satisfactory,53,15678,84.58,1,no
no,Other,fri,highschool.certificate,may,suburban,inactive,no,0,2,507,6184,2.95,Satisfactory,109.4452,satisfactory,46,15573,97.58,1,no
yes,Self-employed,tue,Higher.school.certificate,apr,Inner.city,inactive,yes,0,5,48,2812,-1.3,Satisfactory,108.51,satisfactory,40,15292,75.69,0,no
yes,Lawyer,fri,other,jun,Inner.city,active,no,0,4,215,5196,3.4,Satisfactory,107642,poor,30,15661,88.77,1,no
yes,Self-employed,tue,Higher.school.certificate,jun,Inner.city,inactive,yes,0,2,569,5041,3.8,Satisfactory,104.7144,excellent,47,15675,79.94,0,no
yes,Lawyer,tue,other,jul,Inner.city,inactive,no,0,1,859,1425,-3.4,Satisfactory,104.4632,poor,37,15036,111.33,1,no
yes,Lawyer,wed,other,jul,Inner.city,inactive,no,0,3,278,5426,3.5,Satisfactory,105.4644,satisfactory,43,15695,83.81,0,no
no,Driver,thu,Bachelour.degree,oct,suburban,inactive,yes,0,1,1561,1016,-3.4,Satisfactory,106.7048,satisfactory,34,15036,116.79,1,yes
no,Lawyer,mon,Bachelour.degree,nov,Inner.city,inactive,yes,0,1,294,4519,1.45,Satisfactory,107.62,satisfactory,39,15576,89.16,0,no
no,Doctor,thu,other,jun,Inner.city,inactive,no,0,2,174,5688,3.7,Satisfactory,110602,poor,47,15633,88.37,0,no
no,Gardener,tue,Higher.school.certificate,jun,Inner.city,inactive,no,0,3,292,6024,3.5,Satisfactory,103642,satisfactory,30,15655,86.91,0,no
no,Lawyer,mon,highschool.certificate,jun,suburban,inactive,no,0,1,175,5457,3.5,Satisfactory,107802,satisfactory,40,15689,85.7,1,no
no,Plumber,mon,other,apr,suburban,active,yes,0,2,4331,3035,-1.1,Satisfactory,107.72,satisfactory,57,15291,76.82,0,yes
yes,Driver,mon,doctorate,aug,Inner.city,active,yes,0,2,1474,6658,3.7,Satisfactory,105.5452,excellent,39,15705,97.88,0,no
no,Plumber,tue,other,nov,Inner.city,inactive,yes,0,2,93,5003,1.25,Satisfactory,110.25,satisfactory,50,15585,84.51,0,no
no,Self-employed,thu,highschool.certificate,may,Inner.city,inactive,yes,1,2,336,2338,-1,Low,108.1444,satisfactory,47,15256,79.84,2,no
no,Academic,fri,other,jul,Inner.city,inactive,yes,4,1,174,2.12,-0.85,Low,108612,poor,27,14992,90.92,1,yes
no,Lawyer,mon,Bachelour.degree,apr,Inner.city,inactive,yes,0,4,3411,2655,-1.3,Satisfactory,104.94,poor,31,15260,74.45,0,yes
yes,Self-employed,thu,highschool.certificate,aug,suburban,inactive,yes,0,0,193,6335,3.5,Satisfactory,108.4952,satisfactory,46,15665,98.2,0,yes
no,Doctor,mon,other,may,Inner.city,active,yes,0,2,237,2353,-1.4,High,107.7344,satisfactory,30,15256,77.77,2,no
no,Driver,tue,doctorate,jun,Inner.city,inactive,no,0,2,173,6211,3.6,Satisfactory,103282,satisfactory,49,15693,86.52,1,no
no,Driver,thu,doctorate,jul,Inner.city,inactive,yes,0,1,135,6.33,3.6,Satisfactory,108.5544,satisfactory,28,15664,83.89,0,no
yes,Driver,thu,doctorate,may,Inner.city,inactive,yes,0,0,230,2317,-1.3,Satisfactory,109.2544,poor,33,15363,73.03,0,no
no,Librarian,wed,unknown,apr,Inner.city,inactive,yes,0,2,835,2071,-1.2,Satisfactory,108.51,satisfactory,85,15340,74.64,0,yes
no,Librarian,fri,other,mar,Inner.city,inactive,yes,2,1,346,1785,-1.1,Low,105.4452,satisfactory,61,15013,101.24,2,no
no,Self-employed,fri,TAFE,jun,suburban,inactive,no,0,6,277,5298,3.4,Satisfactory,109482,satisfactory,36,15640,85.89,0,no
no,Lawyer,wed,other,jul,Inner.city,inactive,yes,0,1,278,1241,-0.85,Satisfactory,107912,excellent,39,14971,90.09,1,yes
yes,Self-employed,tue,doctorate,aug,suburban,active,yes,0,6,469,6781,3.4,Satisfactory,105.4752,satisfactory,56,15689,101.56,1,no
no,Self-employed,mon,other,apr,Inner.city,inactive,yes,0,3,279,5287,3.8,Satisfactory,106.5944,poor,37,15740,82.28,0,no
yes,Driver,mon,Higher.school.certificate,may,Inner.city,active,yes,0,0,694,3574,-1.1,Satisfactory,106.6844,satisfactory,42,15288,81.38,0,no
yes,Gardener,thu,Higher.school.certificate,jun,Inner.city,active,no,0,15,55,5.45,3.7,Satisfactory,106522,satisfactory,35,15667,85.7,0,no
yes,Librarian,thu,doctorate,jul,Inner.city,active,yes,0,2,1355,6628,3.8,Satisfactory,110.5744,satisfactory,59,15641,84.1,0,no
no,Lawyer,wed,other,aug,Inner.city,inactive,yes,0,1,613,5387,3.8,Satisfactory,109.1652,excellent,34,15665,97.63,1,no
yes,Gardener,fri,Higher.school.certificate,may,Inner.city,inactive,yes,0,3,967,3057,-1.3,Satisfactory,102.6244,poor,33,15300,79.24,0,yes
no,Lawyer,wed,doctorate,may,Inner.city,inactive,no,0,4,599,5037,3.35,Satisfactory,109.5952,poor,59,15594,94.04,0,no
yes,Lawyer,wed,Bachelour.degree,jul,Inner.city,inactive,yes,0,2,172,4969,3.5,Satisfactory,105.6144,satisfactory,29,15672,86.22,0,no
no,Self-employed,fri,Higher.school.certificate,may,Inner.city,inactive,yes,0,0,407,6583,3.8,Satisfactory,107.1244,satisfactory,26,15685,81.74,1,no
no,Gardener,thu,Bachelour.degree,may,Inner.city,inactive,yes,0,3,58,5344,3.6,Satisfactory,106.4444,poor,23,15715,87.4,0,no
yes,Self-employed,tue,Higher.school.certificate,apr,Inner.city,inactive,yes,0,1,405,1922,-1.1,Satisfactory,106.32,poor,45,15274,72.62,0,no
yes,Gardener,tue,Bachelour.degree,may,Inner.city,inactive,no,0,2,199,6286,3.25,Satisfactory,107.6352,satisfactory,35,15545,99.94,0,no
no,Gardener,mon,Bachelour.degree,apr,Inner.city,inactive,yes,0,1,546,2406,-1.2,High,107.03,satisfactory,39,15232,74.13,1,no
yes,Lawyer,tue,Bachelour.degree,may,suburban,inactive,no,0,2,220,5.76,3.25,Satisfactory,108.2952,satisfactory,48,15589,99.91,0,no
yes,Self-employed,thu,Bachelour.degree,nov,Inner.city,inactive,yes,0,0,366,5086,1.55,Satisfactory,105.23,satisfactory,40,15538,82.24,0,yes
no,Self-employed,thu,Bachelour.degree,may,Inner.city,active,no,0,0,337,1983,-1,Satisfactory,106.5608,poor,45,15025,91.81,0,no
no,Driver,mon,Bachelour.degree,jun,Inner.city,inactive,no,0,4,702,6338,3.6,Satisfactory,110772,satisfactory,46,15677,87.67,1,no
yes,Lawyer,tue,other,aug,Inner.city,inactive,yes,0,5,255,5511,3.6,Satisfactory,109.4152,poor,31,15687,101.53,1,no
no,Electrician,mon,Bachelour.degree,may,suburban,inactive,no,0,3,1085,6023,3.15,Satisfactory,108.6652,satisfactory,47,15558,97.72,1,no
no,Librarian,mon,unknown,nov,Inner.city,inactive,yes,0,3,477,5354,1.55,Satisfactory,107.28,poor,31,15636,85.1,0,no
yes,Self-employed,thu,highschool.certificate,may,Inner.city,inactive,no,0,1,506,5526,2.95,Satisfactory,108.0352,satisfactory,55,15536,100.96,0,no
no,Plumber,tue,Bachelour.degree,jul,Inner.city,inactive,yes,0,4,191,6204,3.6,Satisfactory,109.1744,poor,27,15697,86.23,0,no
no,Driver,wed,doctorate,jun,Inner.city,inactive,no,0,0,286,5.61,3.7,Satisfactory,104592,excellent,35,15670,88.05,1,no
yes,Gardener,mon,Bachelour.degree,may,Inner.city,inactive,no,0,4,337,5.71,3.35,Satisfactory,107.6252,poor,34,15568,94.61,1,no
no,Lawyer,fri,Bachelour.degree,may,Inner.city,inactive,yes,0,1,153,4957,1.15,Satisfactory,102.25,poor,32,15643,85.57,0,no
no,Electrician,mon,doctorate,may,Inner.city,inactive,yes,1,5,402,2816,-1.4,Low,108.8844,poor,43,15342,82.17,2,no
no,Gardener,wed,Higher.school.certificate,jul,suburban,inactive,yes,0,3,125,5144,3.4,Satisfactory,107.2344,excellent,32,15689,83.44,1,no
no,Doctor,wed,other,nov,Inner.city,inactive,yes,0,1,242,5267,1.55,Satisfactory,107.01,poor,45,15577,87.62,1,no
no,Lawyer,tue,other,jun,Inner.city,inactive,no,0,2,710,2657,-3.05,Satisfactory,110.5504,satisfactory,36,15239,88.6,0,no
yes,Plumber,mon,other,aug,Inner.city,inactive,yes,0,2,531,5341,3.4,Satisfactory,109.7452,satisfactory,44,15741,97.35,1,no
no,Lawyer,tue,other,jul,Inner.city,inactive,yes,0,1,2383,6219,3.5,Satisfactory,108.8744,poor,30,15722,81.94,0,no
no,Driver,wed,doctorate,aug,Inner.city,inactive,yes,0,4,159,5333,3.6,Satisfactory,103.8752,poor,32,15611,99.95,0,no
yes,Lawyer,tue,Bachelour.degree,may,Inner.city,inactive,no,0,20,41,6062,3.05,Satisfactory,110.2152,satisfactory,47,15542,97.28,0,no
yes,Self-employed,fri,Higher.school.certificate,may,Inner.city,inactive,no,0,1,371,2607,-1.4,Satisfactory,104.4844,satisfactory,32,15302,77.98,0,no
no,Lawyer,thu,other,jul,suburban,inactive,yes,0,3,134,6882,3.7,Satisfactory,109.4544,satisfactory,42,15647,84.93,0,yes
yes,Lawyer,wed,doctorate,jul,Inner.city,inactive,no,0,1,406,6346,3.6,Satisfactory,105.3644,satisfactory,34,15677,85.75,1,no
yes,Lawyer,tue,Bachelour.degree,jun,Inner.city,inactive,yes,0,0,545,1896,-2.65,High,108.6404,poor,33,15209,88.85,2,no
yes,Gardener,wed,Higher.school.certificate,jul,suburban,inactive,yes,0,2,269,5.97,3.8,Satisfactory,104.7544,poor,32,15659,88.58,0,no
no,Librarian,mon,doctorate,aug,Inner.city,active,yes,0,1,302,6805,3.7,Satisfactory,106.7052,satisfactory,54,15696,99.34,1,no
no,Self-employed,thu,Higher.school.certificate,may,Inner.city,inactive,yes,0,2,247,2072,-1.3,Satisfactory,107.0044,poor,29,15298,73.59,1,yes
unknown,Plumber,wed,other,jun,Inner.city,not.registered,no,0,1,518,5383,3.8,Satisfactory,106532,satisfactory,53,15665,87.93,1,no
yes,Driver,thu,doctorate,jul,Inner.city,inactive,yes,0,2,776,6426,3.7,Satisfactory,105.7244,satisfactory,44,15696,88.18,0,no
yes,Driver,fri,Higher.school.certificate,may,suburban,inactive,no,0,4,148,6197,3.25,Satisfactory,108.6652,satisfactory,33,15589,99.55,1,yes
no,Driver,mon,other,aug,suburban,active,yes,0,4,3337,5682,3.6,Satisfactory,104.6552,poor,35,15682,96.06,0,no
unknown,Gardener,tue,Bachelour.degree,jul,Inner.city,not.registered,yes,0,3,310,5.49,3.8,Satisfactory,106.2444,satisfactory,22,15689,84.66,0,no
no,Doctor,fri,other,may,Inner.city,inactive,no,0,2,1142,6557,3.25,Satisfactory,107.1952,satisfactory,37,15515,98.66,1,yes
unknown,Doctor,wed,TAFE,may,Inner.city,not.registered,no,0,1,389,6113,3.05,Satisfactory,106.1752,satisfactory,35,15512,96.78,0,no
no,Electrician,tue,unknown,jul,Inner.city,inactive,yes,0,9,1903,6544,3.4,Satisfactory,107.8644,poor,35,15686,85.61,1,no
yes,Driver,tue,other,jun,Inner.city,inactive,no,0,2,435,5884,3.8,Satisfactory,108122,poor,38,15666,88.83,1,no
no,Lawyer,mon,highschool.certificate,nov,Inner.city,inactive,yes,0,3,298,5331,1.25,Satisfactory,107.47,satisfactory,46,15572,89.11,0,yes
yes,Self-employed,wed,other,may,Inner.city,inactive,no,0,2,310,5843,3.35,Satisfactory,106.0352,satisfactory,37,15558,97.17,1,no
no,Librarian,wed,unknown,aug,Inner.city,inactive,yes,0,9,294,1746,-0.85,High,105.2716,satisfactory,79,14935,96.61,2,no
yes,Other,fri,unknown,aug,Inner.city,active,yes,0,8,450,2016,-2.85,High,106.2508,satisfactory,69,15257,113.08,2,yes
no,Retail,wed,doctorate,apr,Inner.city,active,yes,0,4,514,1958,-1.3,Satisfactory,107.52,satisfactory,23,15273,75.82,1,no
no,Lawyer,fri,other,nov,Inner.city,inactive,yes,0,1,709,5426,1.55,Satisfactory,107.71,poor,35,15604,86.05,0,no
yes,Retail,mon,doctorate,apr,suburban,inactive,yes,0,0,1223,3035,-1,Satisfactory,107.49,poor,34,15332,73.76,0,no
no,Driver,mon,other,jun,Inner.city,inactive,no,0,2,1540,6.01,3.5,Satisfactory,107332,satisfactory,30,15710,87.66,1,no
no,Lawyer,thu,other,nov,Inner.city,inactive,yes,0,1,744,4236,1.45,Satisfactory,106.19,poor,32,15633,87.53,0,no
no,Driver,tue,TAFE,jul,suburban,inactive,no,0,4,166,6422,3.6,Satisfactory,105052,excellent,37,15737,83.33,1,no
yes,Lawyer,tue,Bachelour.degree,aug,suburban,inactive,yes,0,2,2928,5049,3.8,Satisfactory,109.7052,satisfactory,45,15693,96.42,0,yes
yes,Driver,wed,Bachelour.degree,may,Inner.city,inactive,no,0,1,1031,5929,2.95,Satisfactory,111.8452,satisfactory,54,15614,100.03,1,no
yes,Gardener,tue,Bachelour.degree,may,Inner.city,inactive,yes,0,16,358,3357,-1.2,Satisfactory,105.8844,excellent,51,15294,76.79,0,no
unknown,Self-employed,mon,Higher.school.certificate,may,Inner.city,not.registered,yes,0,2,296,2791,-1.1,Satisfactory,107.0744,poor,26,15272,76.5,1,no
yes,Driver,fri,other,may,Inner.city,inactive,no,0,1,907,6547,2.95,Satisfactory,109.6052,satisfactory,27,15592,102.95,0,no
no,Lawyer,wed,other,jul,Inner.city,active,yes,0,6,424,6293,3.4,Satisfactory,108.7944,excellent,36,15667,85.16,1,no
yes,Plumber,tue,highschool.certificate,jul,suburban,inactive,yes,0,3,124,5427,3.5,Satisfactory,107.3144,satisfactory,55,15724,85.79,0,no
yes,Gardener,wed,Bachelour.degree,apr,Inner.city,inactive,yes,0,3,643,1797,-1.3,Satisfactory,107.79,poor,29,15272,73.29,0,no
yes,Driver,fri,Bachelour.degree,aug,Inner.city,inactive,no,0,1,196,5105,3.5,Satisfactory,110.0152,satisfactory,37,15733,98.29,1,no
yes,Librarian,fri,other,sep,Inner.city,inactive,yes,3,0,210,2227,-3.8,Low,107.9932,poor,68,15040,112.89,2,yes
yes,Lawyer,tue,Bachelour.degree,jun,Inner.city,active,yes,0,3,140,3022,-2.75,Satisfactory,108.8904,poor,30,15168,91.93,0,no
yes,Lawyer,wed,Higher.school.certificate,nov,Inner.city,inactive,yes,0,9,1227,5724,1.45,Satisfactory,108.46,excellent,45,15534,88.26,1,no
no,Lawyer,thu,other,oct,Inner.city,inactive,yes,0,1,790,1401,-3.6,Satisfactory,104.9848,poor,36,15012,118.2,0,yes
no,Gardener,fri,Bachelour.degree,jul,Inner.city,inactive,no,0,3,202,6201,3.4,Satisfactory,108.8744,poor,35,15706,88.29,0,no
no,Driver,wed,Bachelour.degree,nov,Inner.city,inactive,yes,0,2,430,5416,1.35,High,105.77,satisfactory,45,15581,86.69,1,no
no,Self-employed,mon,TAFE,nov,Inner.city,inactive,yes,0,0,297,5066,1.45,High,107.07,satisfactory,41,15610,89.26,1,no
yes,Lawyer,wed,Bachelour.degree,jul,suburban,inactive,yes,0,2,900,5778,3.5,Satisfactory,108.3744,satisfactory,53,15656,85.37,0,no
unknown,Gardener,fri,Bachelour.degree,may,Inner.city,not.registered,yes,0,4,446,1971,-1.2,High,107.5944,excellent,29,15299,76.82,2,no
yes,Lawyer,mon,other,jul,Inner.city,inactive,yes,0,1,348,5844,3.5,Satisfactory,105.9544,satisfactory,30,15641,84.24,0,no
yes,Gardener,thu,Bachelour.degree,jul,Inner.city,inactive,no,0,3,508,5999,3.8,Satisfactory,106.0944,satisfactory,33,15671,82.67,0,no
yes,Lawyer,tue,other,may,suburban,active,no,0,2,705,6141,3.25,Satisfactory,106.7952,excellent,44,15544,100.85,1,no
no,Driver,mon,Bachelour.degree,nov,Inner.city,inactive,no,0,3,242,5.57,1.45,High,106.2,satisfactory,44,15648,87.09,2,no
no,Retail,mon,doctorate,aug,Inner.city,inactive,yes,1,1,1006,1495,-2.65,Low,107.6508,poor,31,15257,109.18,1,yes
yes,Lawyer,mon,other,dec,Inner.city,active,yes,0,0,704,1427,-3.1,Satisfactory,110.2504,satisfactory,54,15040,105.75,1,no
yes,Doctor,mon,other,jun,Inner.city,inactive,yes,0,2,187,2.13,-2.95,Satisfactory,106.2604,excellent,36,15294,86.78,1,no
yes,Self-employed,mon,Higher.school.certificate,may,suburban,inactive,no,0,5,2045,5389,3.5,Satisfactory,103782,excellent,33,15701,85.98,0,no
no,Self-employed,fri,other,may,Inner.city,active,no,0,2,236,5775,2.95,Satisfactory,110.3352,satisfactory,56,15629,99.08,0,no
yes,Self-employed,fri,Higher.school.certificate,jul,Inner.city,inactive,yes,0,2,495,6017,3.8,Satisfactory,107.8744,satisfactory,33,15699,83.2,0,no
no,Self-employed,thu,other,may,Inner.city,inactive,no,0,2,245,4929,3.05,Satisfactory,109.6952,poor,27,15605,96.15,1,no
no,Driver,wed,Higher.school.certificate,nov,Inner.city,inactive,no,0,2,727,5495,1.55,High,107.67,poor,35,15586,87.02,1,no
yes,Self-employed,mon,unknown,jul,Inner.city,inactive,no,0,0,1361,5569,3.5,Satisfactory,107.6744,poor,35,15717,87.26,1,no
yes,Lawyer,wed,other,jul,Inner.city,inactive,yes,0,3,594,6498,3.5,Satisfactory,108.5044,excellent,50,15721,88.07,0,no
no,Self-employed,wed,other,may,suburban,inactive,yes,0,1,347,2867,-1.1,Satisfactory,103.8744,poor,27,15320,74.76,1,no
no,Lawyer,thu,other,jun,Inner.city,inactive,no,0,3,493,6277,3.8,Satisfactory,107252,satisfactory,33,15695,81.34,1,no
no,Lawyer,thu,doctorate,apr,Inner.city,active,yes,0,2,81,2009,-1.4,Satisfactory,106.38,satisfactory,33,15288,75.41,0,no
yes,Other,mon,Higher.school.certificate,jul,Inner.city,inactive,yes,0,2,74,6406,3.4,Satisfactory,107.3444,satisfactory,44,15719,87.25,0,no
